open_time,open,high,low,close,volume
2019-08-15 10:00:00,10085.65,10085.65,9945.86,9992.68,314.071138
2019-08-15 10:01:00,9974.5,9995.57,9962.38,9985.35,69.241309
2019-08-15 10:02:00,9985.35,10083.27,9985.0,10050.36,130.608328
2019-08-15 10:03:00,10051.95,10104.49,10050.36,10073.97,266.554731
2019-08-15 10:04:00,10075.97,10104.49,10061.66,10102.36,179.555257
2019-08-15 10:05:00,10102.36,10150.0,10102.36,10135.12,190.339272
2019-08-15 10:06:00,10126.01,10165.35,10125.41,10160.26,164.782284
2019-08-15 10:07:00,10161.57,10169.65,10133.0,10141.87,215.042474
2019-08-15 10:08:00,10146.84,10156.2,10139.72,10143.55,135.354308
2019-08-15 10:09:00,10143.55,10156.19,10106.32,10114.25,106.192001
2019-08-15 10:10:00,10107.95,10120.0,10045.2,10065.66,122.804616
2019-08-15 10:11:00,10064.66,10079.29,10055.0,10060.03,48.679005
2019-08-15 10:12:00,10060.04,10100.0,10057.99,10092.2,61.019047
2019-08-15 10:13:00,10092.2,10100.0,10071.63,10080.57,37.523579
2019-08-15 10:14:00,10080.57,10080.57,10067.31,10077.79,35.231777
2019-08-15 10:15:00,10077.82,10079.39,10061.0,10071.88,41.937457
2019-08-15 10:16:00,10071.08,10075.91,10061.02,10075.0,18.633507
2019-08-15 10:17:00,10075.0,10106.11,10075.0,10101.03,76.259967
2019-08-15 10:18:00,10100.49,10105.88,10089.62,10103.55,39.401661
2019-08-15 10:19:00,10104.19,10116.0,10091.0,10093.98,78.42086
2019-08-15 10:20:00,10091.24,10100.0,10082.46,10095.11,72.137939
2019-08-15 10:21:00,10095.36,10123.07,10095.36,10109.8,40.016402
2019-08-15 10:22:00,10106.36,10124.25,10100.0,10116.15,48.884182
2019-08-15 10:23:00,10116.14,10134.12,10100.98,10109.8,105.252505
2019-08-15 10:24:00,10113.5,10121.69,10100.0,10110.45,49.690213
2019-08-15 10:25:00,10110.81,10111.12,10085.75,10101.08,80.127476
2019-08-15 10:26:00,10105.29,10115.04,10092.5,10103.18,49.661367
2019-08-15 10:27:00,10103.18,10106.27,10093.0,10102.12,35.972569
2019-08-15 10:28:00,10100.98,10111.01,10094.0,10099.48,38.070742
2019-08-15 10:29:00,10099.48,10109.99,10090.0,10106.14,46.7382
2019-08-15 10:30:00,10103.23,10104.05,10091.85,10095.92,31.294485
2019-08-15 10:31:00,10095.45,10115.3,10093.12,10108.04,35.821097
2019-08-15 10:32:00,10108.04,10124.27,10105.44,10117.59,39.357902
2019-08-15 10:33:00,10116.74,10125.0,10110.0,10111.36,62.223839
2019-08-15 10:34:00,10111.36,10130.72,10110.0,10128.91,49.617796
2019-08-15 10:35:00,10127.28,10128.91,10099.06,10099.98,56.307195
2019-08-15 10:36:00,10099.63,10103.86,10091.03,10092.93,23.344182
2019-08-15 10:37:00,10092.93,10103.41,10091.0,10095.0,44.994741
2019-08-15 10:38:00,10095.0,10114.41,10092.68,10104.68,36.422919
2019-08-15 10:39:00,10103.75,10104.78,10091.52,10094.2,33.295302
2019-08-15 10:40:00,10091.53,10098.96,10080.0,10081.73,84.240439
2019-08-15 10:41:00,10083.66,10109.01,10081.75,10101.57,48.940674
2019-08-15 10:42:00,10101.57,10102.0,10081.97,10082.76,25.662926
2019-08-15 10:43:00,10083.0,10099.39,10081.56,10091.79,32.559964
2019-08-15 10:44:00,10093.03,10099.02,10071.0,10072.55,42.812022
2019-08-15 10:45:00,10071.05,10098.99,10069.21,10098.99,33.881624
2019-08-15 10:46:00,10090.43,10095.15,10071.59,10077.14,17.452773
2019-08-15 10:47:00,10073.08,10076.73,10060.86,10068.42,22.252782
2019-08-15 10:48:00,10065.04,10067.01,10051.0,10066.7,39.128658
2019-08-15 10:49:00,10056.71,10075.06,10040.62,10050.0,58.259158
2019-08-15 10:50:00,10050.0,10070.0,10045.29,10066.9,61.466627
2019-08-15 10:51:00,10063.26,10066.85,10051.62,10056.18,27.121391
2019-08-15 10:52:00,10062.59,10076.51,10055.05,10070.67,33.320689
2019-08-15 10:53:00,10071.74,10085.95,10071.25,10073.56,30.816209
2019-08-15 10:54:00,10072.53,10082.65,10061.96,10075.45,40.660957
2019-08-15 10:55:00,10075.45,10081.4,10072.0,10080.0,25.701604
2019-08-15 10:56:00,10080.0,10084.98,10059.65,10068.81,24.506114
2019-08-15 10:57:00,10073.07,10079.93,10068.8,10075.0,10.364188
2019-08-15 10:58:00,10075.0,10075.02,10065.32,10067.35,24.006047
2019-08-15 10:59:00,10065.37,10067.48,10053.47,10059.74,24.264909
2019-08-15 11:00:00,10059.74,10070.98,10053.29,10066.06,45.22827
2019-08-15 11:01:00,10065.93,10068.0,10060.0,10067.99,13.374242
2019-08-15 11:02:00,10067.99,10073.55,10064.76,10071.82,13.71777
2019-08-15 11:03:00,10071.47,10088.76,10071.03,10088.76,20.165844
2019-08-15 11:04:00,10087.29,10095.0,10081.9,10092.57,48.521792
2019-08-15 11:05:00,10092.6,10113.25,10092.38,10098.25,35.511935
2019-08-15 11:06:00,10097.28,10106.78,10093.89,10105.41,38.247062
2019-08-15 11:07:00,10105.99,10116.62,10103.81,10115.94,11.088054
2019-08-15 11:08:00,10116.62,10121.41,10102.36,10105.59,80.423798
2019-08-15 11:09:00,10105.56,10107.96,10088.02,10097.55,27.360451
2019-08-15 11:10:00,10097.86,10116.76,10096.8,10116.39,15.956127
2019-08-15 11:11:00,10117.24,10117.25,10100.0,10100.99,18.41464
2019-08-15 11:12:00,10100.0,10112.84,10097.72,10110.55,9.588506
2019-08-15 11:13:00,10110.56,10115.17,10110.4,10115.17,23.715423
2019-08-15 11:14:00,10115.19,10125.0,10115.19,10120.01,31.253813
2019-08-15 11:15:00,10120.01,10139.71,10120.01,10134.0,33.153484
2019-08-15 11:16:00,10133.43,10139.27,10110.33,10110.33,53.836776
2019-08-15 11:17:00,10110.33,10114.44,10100.0,10100.0,27.755318
2019-08-15 11:18:00,10100.47,10108.63,10095.0,10106.18,18.541036
2019-08-15 11:19:00,10106.57,10118.98,10105.0,10109.97,23.208466
2019-08-15 11:20:00,10109.86,10116.71,10098.13,10106.49,29.018223
2019-08-15 11:21:00,10107.08,10109.67,10099.05,10099.73,15.194372
2019-08-15 11:22:00,10099.02,10105.8,10095.11,10097.28,16.842637
2019-08-15 11:23:00,10096.63,10100.0,10093.0,10093.35,18.256306
2019-08-15 11:24:00,10093.0,10108.16,10086.67,10101.39,21.41863
2019-08-15 11:25:00,10102.46,10105.87,10088.2,10093.58,27.911783
2019-08-15 11:26:00,10094.72,10100.0,10093.49,10096.01,9.677647
2019-08-15 11:27:00,10096.85,10104.27,10095.45,10102.11,11.338227
2019-08-15 11:28:00,10102.16,10149.05,10101.57,10116.31,65.620101
2019-08-15 11:29:00,10113.92,10120.0,10113.92,10116.45,34.141376
2019-08-15 11:30:00,10116.45,10130.48,10116.0,10127.86,56.103865
2019-08-15 11:31:00,10130.8,10166.99,10130.8,10151.6,76.408592
2019-08-15 11:32:00,10151.91,10159.0,10135.25,10139.93,47.790233
2019-08-15 11:33:00,10139.27,10165.79,10139.27,10165.79,37.337955
2019-08-15 11:34:00,10165.88,10181.58,10162.32,10166.63,50.456564
2019-08-15 11:35:00,10165.76,10166.58,10158.31,10160.93,34.294409
2019-08-15 11:36:00,10163.29,10189.5,10160.36,10186.11,43.62178
2019-08-15 11:37:00,10185.91,10185.91,10165.0,10170.0,54.62351
2019-08-15 11:38:00,10170.15,10174.01,10160.0,10170.62,38.194742
2019-08-15 11:39:00,10170.62,10172.12,10145.0,10149.0,69.468206
2019-08-15 11:40:00,10150.0,10165.17,10149.89,10156.88,32.059532
2019-08-15 11:41:00,10154.15,10157.43,10140.27,10144.62,40.244413
2019-08-15 11:42:00,10142.67,10149.49,10140.0,10146.75,13.899037
2019-08-15 11:43:00,10146.76,10159.57,10143.96,10150.01,38.034364
2019-08-15 11:44:00,10150.02,10154.72,10135.0,10137.0,33.200764
2019-08-15 11:45:00,10137.45,10155.51,10135.0,10155.51,25.914475
2019-08-15 11:46:00,10155.44,10171.34,10153.72,10159.15,41.860173
2019-08-15 11:47:00,10163.46,10173.39,10152.21,10154.61,34.11481
2019-08-15 11:48:00,10154.61,10161.62,10150.58,10160.14,21.516524
2019-08-15 11:49:00,10160.23,10172.9,10160.0,10160.93,37.631378
2019-08-15 11:50:00,10159.31,10162.95,10155.0,10159.31,16.81683
2019-08-15 11:51:00,10159.31,10180.0,10159.31,10168.85,25.25593
2019-08-15 11:52:00,10168.8,10185.0,10151.01,10155.56,48.492641
2019-08-15 11:53:00,10155.46,10169.97,10154.78,10164.0,24.220117
2019-08-15 11:54:00,10165.94,10179.32,10163.18,10176.85,25.250987
2019-08-15 11:55:00,10175.3,10186.84,10172.18,10184.53,17.443301
2019-08-15 11:56:00,10184.56,10219.7,10179.55,10186.76,242.607737
2019-08-15 11:57:00,10186.76,10196.0,10155.0,10159.17,88.976726
2019-08-15 11:58:00,10158.56,10160.98,10155.02,10156.47,28.538315
2019-08-15 11:59:00,10156.41,10175.19,10155.39,10158.55,24.054075
2019-08-15 12:00:00,10160.14,10172.39,10157.0,10166.08,31.95855
2019-08-15 12:01:00,10166.07,10180.0,10155.3,10155.3,71.115127
2019-08-15 12:02:00,10155.3,10166.24,10120.0,10131.18,93.577041
2019-08-15 12:03:00,10135.02,10135.12,10096.08,10118.33,132.870566
2019-08-15 12:04:00,10118.33,10127.45,10101.3,10110.0,49.302911
2019-08-15 12:05:00,10110.0,10118.94,10107.66,10112.0,40.523152
2019-08-15 12:06:00,10110.84,10113.35,10096.4,10099.61,38.862927
2019-08-15 12:07:00,10099.11,10107.68,10096.44,10098.06,20.022317
2019-08-15 12:08:00,10096.52,10150.0,10080.0,10082.92,82.018429
2019-08-15 12:09:00,10085.53,10106.44,10083.04,10087.79,42.018274
2019-08-15 12:10:00,10087.81,10096.68,10069.72,10074.09,46.288331
2019-08-15 12:11:00,10075.37,10091.25,10067.07,10088.88,34.953315
2019-08-15 12:12:00,10089.0,10093.76,10074.2,10074.2,49.024755
2019-08-15 12:13:00,10074.21,10087.78,10068.16,10081.53,17.202584
2019-08-15 12:14:00,10081.65,10082.3,10066.0,10070.32,21.574484
2019-08-15 12:15:00,10070.0,10093.33,10070.0,10091.16,33.567897
2019-08-15 12:16:00,10091.14,10103.99,10085.49,10096.0,27.471168
2019-08-15 12:17:00,10096.7,10110.03,10093.32,10109.0,20.793698
2019-08-15 12:18:00,10109.01,10114.22,10083.13,10088.71,35.434732
2019-08-15 12:19:00,10088.71,10099.82,10088.52,10089.85,13.014582
2019-08-15 12:20:00,10092.66,10095.45,10088.54,10093.32,16.347533
2019-08-15 12:21:00,10095.45,10102.13,10092.01,10093.11,17.592882
2019-08-15 12:22:00,10093.09,10109.35,10093.08,10106.6,25.314361
2019-08-15 12:23:00,10106.5,10109.2,10099.0,10100.86,12.930462
2019-08-15 12:24:00,10104.12,10104.12,10094.91,10099.35,39.280755
2019-08-15 12:25:00,10099.41,10101.35,10090.22,10091.0,17.150516
2019-08-15 12:26:00,10091.0,10094.62,10075.02,10079.52,25.110418
2019-08-15 12:27:00,10078.12,10084.04,10068.0,10071.54,49.324967
2019-08-15 12:28:00,10074.19,10081.19,10066.0,10071.51,44.066848
2019-08-15 12:29:00,10074.01,10079.76,10055.01,10057.48,33.497891
2019-08-15 12:30:00,10057.48,10073.3,10055.33,10067.66,37.47471
2019-08-15 12:31:00,10067.72,10069.72,10055.74,10059.94,24.273697
