open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1567234680000,9593.15000000,9597.05000000,9590.04000000,9590.60000000,3.58597300,1567234739999,34401.54271106,97,2.46448400,23644.23074849,0
1567234740000,9593.53000000,9594.22000000,9589.00000000,9589.84000000,4.97007400,1567234799999,47670.38902888,127,1.50917600,14476.96270799,0
1567234800000,9588.03000000,9594.87000000,9585.76000000,9587.15000000,10.70363200,1567234859999,102627.38202778,173,1.87506100,17981.13430245,0
1567234860000,9588.26000000,9597.32000000,9587.11000000,9597.31000000,18.23457100,1567234919999,174911.12178318,236,12.98884900,124602.15445660,0
1567234920000,9597.31000000,9615.00000000,9596.07000000,9609.85000000,18.53844100,1567234979999,178024.42145789,322,13.90362800,133514.67463482,0
1567234980000,9609.79000000,9614.13000000,9605.94000000,9610.80000000,5.04451700,1567235039999,48475.31678394,105,2.89841600,27851.72017287,0
1567235040000,9609.51000000,9615.00000000,9606.71000000,9611.20000000,20.27217200,1567235099999,194834.52704255,132,5.60188400,53842.75285457,0
1567235100000,9611.13000000,9612.22000000,9607.05000000,9607.80000000,4.65485800,1567235159999,44729.88894702,126,2.74007900,26331.38574524,0
1567235160000,9610.30000000,9612.33000000,9607.57000000,9610.46000000,2.56360600,1567235219999,24637.57165218,66,2.27478800,21862.08785436,0
1567235220000,9610.56000000,9610.88000000,9603.20000000,9604.70000000,11.86157300,1567235279999,113967.57340603,135,6.74678200,64829.86787732,0
1567235280000,9604.43000000,9609.21000000,9601.01000000,9604.98000000,3.08662200,1567235339999,29647.21458491,124,1.63539900,15708.88905510,0
1567235340000,9604.19000000,9609.21000000,9602.68000000,9602.74000000,3.23343200,1567235399999,31063.60423188,91,2.42692000,23316.45796345,0
1567235400000,9602.78000000,9606.68000000,9600.40000000,9604.77000000,4.10716700,1567235459999,39442.52625914,88,2.72693400,26189.19471862,0
1567235460000,9603.83000000,9605.29000000,9601.54000000,9601.91000000,3.18151000,1567235519999,30553.61874988,49,2.38013200,22858.01617273,0
1567235520000,9602.89000000,9603.81000000,9598.86000000,9600.01000000,3.96591700,1567235579999,38075.35014921,113,2.00060400,19208.16774445,0
1567235580000,9601.77000000,9601.77000000,9595.09000000,9599.53000000,3.79540600,1567235639999,36427.20307132,103,1.25007400,11999.48755060,0
1567235640000,9598.52000000,9600.29000000,9595.02000000,9599.94000000,2.80423600,1567235699999,26917.02431047,87,1.73678700,16671.42422763,0
1567235700000,9599.92000000,9599.93000000,9595.66000000,9597.67000000,2.63897500,1567235759999,25328.19805059,69,1.81708500,17440.52964996,0
1567235760000,9599.90000000,9599.90000000,9593.09000000,9593.65000000,10.76336000,1567235819999,103278.38616493,156,6.50007600,62374.23741723,0
1567235820000,9596.42000000,9599.99000000,9593.63000000,9597.02000000,2.10502000,1567235879999,20202.75791828,70,1.22462100,11753.36621817,0
1567235880000,9597.51000000,9597.98000000,9594.89000000,9595.78000000,1.68975700,1567235939999,16216.05068075,64,0.71903400,6900.59454031,0
1567235940000,9596.44000000,9598.00000000,9594.97000000,9597.56000000,2.72154300,1567235999999,26117.37704775,81,1.97043900,18909.35087622,0
1567236000000,9597.56000000,9606.22000000,9597.56000000,9604.09000000,17.31724900,1567236059999,166247.15359957,100,16.28634000,156349.06638149,0
1567236060000,9604.11000000,9605.90000000,9601.68000000,9602.17000000,2.39211800,1567236119999,22972.37176065,56,1.08687200,10437.89560832,0
1567236120000,9603.00000000,9608.67000000,9603.00000000,9608.59000000,4.61552000,1567236179999,44328.81158297,83,1.47784400,14194.90664335,0
1567236180000,9608.52000000,9608.93000000,9601.13000000,9601.13000000,4.63637600,1567236239999,44536.16704884,95,1.50984600,14502.97084493,0
1567236240000,9601.11000000,9604.76000000,9596.49000000,9604.08000000,4.41971100,1567236299999,42434.92043112,102,2.53397100,24332.47846427,0
1567236300000,9601.97000000,9604.06000000,9598.99000000,9602.17000000,4.04988900,1567236359999,38885.34847818,99,1.64048000,15752.79629137,0
1567236360000,9602.18000000,9604.86000000,9596.92000000,9598.65000000,3.08256600,1567236419999,29597.06453116,77,1.44198500,13846.33735192,0
