open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1565914680000,10331.72000000,10334.89000000,10330.22000000,10331.47000000,6.80351900,1565914739999,70301.83948752,128,5.13849800,53098.32441592,0
1565914740000,10331.47000000,10342.00000000,10323.01000000,10328.11000000,31.04968300,1565914799999,320901.17700725,375,14.67813900,151717.92550253,0
1565914800000,10328.81000000,10329.22000000,10320.28000000,10323.35000000,9.13609900,1565914859999,94335.29578809,135,4.08386700,42170.91407086,0
1565914860000,10322.65000000,10328.12000000,10320.41000000,10326.86000000,7.56051100,1565914919999,78064.32581118,141,5.28753600,54598.45211040,0
1565914920000,10326.98000000,10335.45000000,10326.87000000,10330.07000000,24.76309300,1565914979999,255816.40208798,141,20.89756700,215878.65343899,0
1565914980000,10330.99000000,10337.92000000,10330.99000000,10334.31000000,8.09269600,1565915039999,83635.43332454,123,5.44157700,56238.52262214,0
1565915040000,10334.29000000,10334.29000000,10322.34000000,10328.94000000,49.36778900,1565915099999,509947.10765347,199,3.07197300,31731.31188611,0
1565915100000,10328.96000000,10341.73000000,10325.16000000,10339.62000000,11.24369000,1565915159999,116192.39401543,217,5.06785000,52379.36109827,0
1565915160000,10339.51000000,10345.26000000,10337.36000000,10345.26000000,24.27148800,1565915219999,251057.23284836,216,20.83429500,215514.70381416,0
1565915220000,10344.98000000,10346.38000000,10343.20000000,10346.20000000,10.57941600,1565915279999,109435.86324001,149,4.56549400,47228.44783216,0
1565915280000,10346.36000000,10348.72000000,10328.89000000,10328.89000000,23.59603700,1565915339999,243992.58288657,443,7.32904900,75791.31293429,0
1565915340000,10329.19000000,10335.75000000,10327.12000000,10333.80000000,7.96114000,1565915399999,82243.32037543,162,3.36017300,34714.05507194,0
1565915400000,10332.96000000,10346.62000000,10330.36000000,10343.13000000,9.30712500,1565915459999,96215.65092225,217,5.62516600,58152.76775582,0
1565915460000,10343.15000000,10352.99000000,10341.87000000,10348.41000000,22.07359000,1565915519999,228405.11942120,345,12.13820700,125606.50886132,0
1565915520000,10347.65000000,10352.39000000,10340.20000000,10351.17000000,27.53474500,1565915579999,284914.94088690,190,10.85113000,112302.10058076,0
1565915580000,10351.24000000,10360.99000000,10346.41000000,10346.41000000,15.59942000,1565915639999,161507.33638733,290,3.22162100,33362.78356246,0
1565915640000,10350.36000000,10360.00000000,10346.41000000,10358.52000000,6.89933700,1565915699999,71429.32647798,189,4.60486600,47673.19998764,0
1565915700000,10358.52000000,10368.29000000,10352.02000000,10356.68000000,30.84992900,1565915759999,319597.60769059,351,15.61260500,161762.45704598,0
1565915760000,10358.00000000,10360.00000000,10353.53000000,10358.07000000,6.90043400,1565915819999,71465.59355360,164,4.00572000,41487.99694430,0
1565915820000,10357.55000000,10359.57000000,10344.15000000,10346.57000000,38.89017200,1565915879999,402547.09432821,266,4.74276900,49103.88383341,0
1565915880000,10346.35000000,10350.00000000,10344.18000000,10346.75000000,8.55885900,1565915939999,88562.10383466,124,4.38683000,45394.15225326,0
1565915940000,10345.89000000,10349.98000000,10341.49000000,10341.49000000,7.69247800,1565915999999,79580.39123115,145,3.45249200,35719.02010770,0
1565916000000,10341.83000000,10346.36000000,10341.49000000,10346.36000000,7.25333500,1565916059999,75024.17133508,158,4.86257000,50297.07176739,0
1565916060000,10346.36000000,10349.68000000,10344.00000000,10344.03000000,2.96614800,1565916119999,30692.77588474,94,1.19913700,12408.17191378,0
1565916120000,10344.03000000,10348.43000000,10344.00000000,10346.23000000,4.20998300,1565916179999,43558.94947415,119,2.10253800,21755.08454596,0
1565916180000,10346.23000000,10348.00000000,10333.80000000,10336.55000000,20.14472300,1565916239999,208297.10230715,314,5.85025600,60484.31366591,0
1565916240000,10338.27000000,10343.59000000,10333.80000000,10335.31000000,8.47768500,1565916299999,87659.65348423,180,4.09577100,42353.32213320,0
1565916300000,10334.47000000,10341.23000000,10329.02000000,10338.34000000,11.49945600,1565916359999,118841.89412752,236,8.40718000,86889.48846406,0
1565916360000,10339.45000000,10341.23000000,10336.27000000,10340.82000000,10.46674700,1565916419999,108218.26964163,192,8.33855300,86215.61849473,0
1565916420000,10342.01000000,10353.76000000,10342.01000000,10353.20000000,30.56298600,1565916479999,316254.35915456,290,24.06643300,249028.21277535,0
1565916480000,10354.25000000,10355.63000000,10346.73000000,10351.80000000,8.94915300,1565916539999,92637.29508460,171,4.13192300,42776.74052477,0
1565916540000,10351.78000000,10357.99000000,10350.52000000,10356.59000000,11.82061400,1565916599999,122380.96394679,181,4.24018400,43905.06344258,0
