open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1566214680000,10697.25000000,10703.95000000,10697.24000000,10703.90000000,9.12907700,1566214739999,97682.96136731,179,6.87943400,73612.85611984,0
1566214740000,10702.31000000,10705.42000000,10700.00000000,10701.13000000,5.00363600,1566214799999,53553.37331061,118,3.49613600,37419.58569068,0
1566214800000,10702.15000000,10706.75000000,10697.54000000,10706.67000000,25.83738200,1566214859999,276471.91959209,187,3.45087800,36932.82587452,0
1566214860000,10705.56000000,10713.00000000,10702.37000000,10713.00000000,19.93865800,1566214919999,213482.66026113,233,15.23352000,163119.20637718,0
1566214920000,10713.00000000,10715.00000000,10706.20000000,10712.83000000,13.36065300,1566214979999,143132.97135926,159,10.33809800,110755.41410081,0
1566214980000,10714.16000000,10714.96000000,10705.01000000,10710.34000000,22.04444400,1566215039999,236097.21448266,295,9.80731700,105030.87294135,0
1566215040000,10712.37000000,10715.01000000,10705.50000000,10712.66000000,9.81200500,1566215099999,105093.08437255,269,5.67353800,60773.18350600,0
1566215100000,10712.66000000,10749.14000000,10712.66000000,10745.59000000,190.70831600,1566215159999,2048139.97456358,1198,146.73464500,1575822.44692945,0
1566215160000,10748.96000000,10760.00000000,10746.28000000,10759.97000000,100.62870100,1566215219999,1082117.52148280,996,81.48927300,876307.77815869,0
1566215220000,10758.70000000,10758.70000000,10740.65000000,10750.00000000,44.29680200,1566215279999,476184.31089254,483,19.59208700,210622.96122625,0
1566215280000,10750.00000000,10765.00000000,10747.55000000,10758.58000000,85.92490700,1566215339999,924482.66370387,498,28.75767800,309329.07225590,0
1566215340000,10758.13000000,10766.00000000,10758.13000000,10766.00000000,85.80192700,1566215399999,923526.55855081,562,52.70069500,567284.58627477,0
1566215400000,10764.69000000,10779.03000000,10763.06000000,10775.71000000,97.33391700,1566215459999,1048541.60204539,750,68.53996000,738369.67321512,0
1566215460000,10775.58000000,10780.00000000,10770.74000000,10775.78000000,38.22382700,1566215519999,411894.09295758,416,15.99094500,172348.93537998,0
1566215520000,10773.06000000,10776.16000000,10743.48000000,10747.11000000,109.19620700,1566215579999,1175240.19299480,706,30.21557200,325172.15603295,0
1566215580000,10746.82000000,10756.99000000,10740.48000000,10756.00000000,35.09154600,1566215639999,377170.31480709,328,13.72651600,147558.57009880,0
1566215640000,10756.46000000,10756.46000000,10735.06000000,10739.24000000,42.00809300,1566215699999,451311.92750174,351,18.26672200,196194.37331772,0
1566215700000,10740.00000000,10740.98000000,10725.00000000,10734.88000000,29.78317400,1566215759999,319642.29241140,383,11.04553400,118544.96848000,0
1566215760000,10732.65000000,10740.00000000,10705.77000000,10713.73000000,75.05317600,1566215819999,804938.72225645,497,18.68438100,200342.35664871,0
1566215820000,10713.04000000,10713.04000000,10655.00000000,10655.00000000,204.11112700,1566215879999,2180674.72059028,1558,55.91507500,597706.49155798,0
1566215880000,10655.00000000,10685.38000000,10645.00000000,10685.04000000,139.60190200,1566215939999,1487688.80013495,1104,51.93737400,553652.20673203,0
1566215940000,10682.40000000,10685.19000000,10661.10000000,10672.81000000,55.91406500,1566215999999,596698.78363368,444,14.08194300,150310.36180853,0
1566216000000,10670.77000000,10694.53000000,10666.86000000,10680.00000000,52.79830100,1566216059999,563651.26998231,403,38.18426600,407682.30286890,0
1566216060000,10680.00000000,10685.22000000,10591.41000000,10652.41000000,313.55642400,1566216119999,3333470.00612720,2329,115.97256800,1233827.32425858,0
1566216120000,10647.46000000,10654.81000000,10622.75000000,10628.02000000,89.46184000,1566216179999,951504.92667935,619,54.18859200,576333.87398247,0
1566216180000,10626.30000000,10654.27000000,10626.30000000,10641.06000000,77.98793300,1566216239999,829934.63045824,507,58.20137900,619336.65501151,0
1566216240000,10641.04000000,10650.00000000,10631.85000000,10646.92000000,27.86173200,1566216299999,296572.90925355,250,17.20291800,183122.42858506,0
1566216300000,10643.96000000,10653.28000000,10640.90000000,10647.84000000,49.57908200,1566216359999,527907.44392846,251,23.80608000,253517.57717102,0
1566216360000,10647.84000000,10688.96000000,10647.25000000,10684.23000000,54.82494700,1566216419999,584981.70031125,564,39.05992100,416769.68551534,0
1566216420000,10680.52000000,10683.07000000,10664.75000000,10670.00000000,45.87834200,1566216479999,489574.21344227,264,8.49446500,90679.62940473,0
1566216480000,10671.05000000,10674.25000000,10655.00000000,10668.97000000,51.19528800,1566216539999,546244.56489002,232,10.03809600,107113.26884389,0
1566216540000,10667.27000000,10669.51000000,10655.61000000,10669.22000000,31.96953900,1566216599999,340987.30208141,209,24.60234400,262416.71436873,0
1566216600000,10668.27000000,10671.10000000,10663.00000000,10665.13000000,17.38961000,1566216659999,185470.45731324,149,7.43750500,79325.29922348,0
1566216660000,10665.50000000,10665.50000000,10649.00000000,10649.00000000,29.00080600,1566216719999,309005.47703807,295,17.64893600,188036.69368049,0
1566216720000,10649.00000000,10654.26000000,10643.93000000,10652.07000000,24.86791000,1566216779999,264793.11277923,283,10.45187000,111302.04677184,0
1566216780000,10650.92000000,10668.93000000,10649.85000000,10663.12000000,25.19553800,1566216839999,268648.34308346,272,12.44861800,132727.37756977,0
1566216840000,10662.65000000,10664.21000000,10648.84000000,10662.15000000,40.74333600,1566216899999,434146.23154183,321,19.04031600,202902.29225742,0
1566216900000,10659.15000000,10662.02000000,10652.00000000,10659.80000000,20.49855700,1566216959999,218448.98950815,230,11.67545900,124431.59474115,0
1566216960000,10659.80000000,10682.19000000,10655.40000000,10668.74000000,56.48167000,1566217019999,602550.42334020,413,35.52208200,378992.93375791,0
1566217020000,10668.22000000,10673.60000000,10660.00000000,10665.91000000,18.60282600,1566217079999,198419.49972732,272,10.91674600,116449.70798393,0
1566217080000,10664.97000000,10669.84000000,10655.23000000,10657.00000000,17.59498700,1566217139999,187595.78442598,269,9.58915300,102242.02343845,0
1566217140000,10657.27000000,10659.88000000,10652.73000000,10656.14000000,16.34268400,1566217199999,174143.56070065,203,8.16803300,87037.73058352,0
