open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1567534680000,10642.44000000,10652.69000000,10640.72000000,10645.54000000,7.91149000,1567534739999,84246.04958117,156,4.23492900,45098.59860684,0
1567534740000,10648.35000000,10649.00000000,10644.54000000,10646.27000000,6.00125600,1567534799999,63895.70941356,131,2.99706000,31910.41242954,0
1567534800000,10646.25000000,10648.00000000,10641.12000000,10646.70000000,9.15749200,1567534859999,97488.34415350,156,4.46894800,47578.70221015,0
1567534860000,10646.70000000,10648.33000000,10644.00000000,10647.71000000,5.50388100,1567534919999,58600.35812404,121,3.90172100,41543.03494697,0
1567534920000,10647.50000000,10650.00000000,10647.00000000,10649.00000000,6.77139500,1567534979999,72103.90004094,136,5.39964200,57497.84168139,0
1567534980000,10648.98000000,10649.08000000,10648.02000000,10649.06000000,7.09086100,1567535039999,75510.97502511,105,5.56753200,59288.99932835,0
1567535040000,10649.06000000,10649.08000000,10647.00000000,10648.98000000,5.50298100,1567535099999,58595.75553577,111,2.63051400,28010.26564022,0
1567535100000,10648.35000000,10649.08000000,10647.19000000,10649.08000000,10.33514600,1567535159999,110058.02606162,132,7.76505200,82689.79523084,0
1567535160000,10649.05000000,10649.08000000,10647.00000000,10649.00000000,7.96742700,1567535219999,84841.18430678,148,4.64154800,49427.10245301,0
1567535220000,10649.00000000,10650.00000000,10647.00000000,10649.94000000,12.49899400,1567535279999,133098.39244575,142,6.48158100,69022.98307752,0
1567535280000,10649.94000000,10649.94000000,10635.47000000,10637.38000000,16.98568000,1567535339999,180796.80696641,215,9.49856600,101104.59980285,0
1567535340000,10637.57000000,10641.00000000,10635.00000000,10635.29000000,6.98460000,1567535399999,74294.12760349,142,3.65248700,38853.39325196,0
1567535400000,10635.27000000,10635.29000000,10631.00000000,10631.00000000,5.93937200,1567535459999,63161.50456305,133,2.17578600,23137.99302163,0
