open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1569154680000,10024.15000000,10026.44000000,10023.95000000,10025.57000000,5.28195000,1569154739999,52951.11454920,84,2.57391400,25803.46059225,0
1569154740000,10025.85000000,10035.00000000,10025.70000000,10032.63000000,8.52604300,1569154799999,85529.12886006,176,6.45048100,64705.57069272,0
1569154800000,10032.63000000,10033.99000000,10030.48000000,10032.66000000,3.06527500,1569154859999,30753.73041906,87,1.47682300,14817.26615712,0
1569154860000,10031.74000000,10031.74000000,10024.94000000,10028.29000000,10.88627600,1569154919999,109171.57518410,153,2.78324100,27914.00754703,0
1569154920000,10028.58000000,10029.03000000,10022.15000000,10022.15000000,32.48724100,1569154979999,325722.62676562,150,2.09612400,21014.61398001,0
1569154980000,10022.15000000,10026.41000000,10020.40000000,10024.73000000,12.30362100,1569155039999,123319.31511133,171,6.75438000,67706.41197692,0
1569155040000,10023.99000000,10025.32000000,10021.94000000,10023.99000000,3.49761200,1569155099999,35058.84964430,103,2.16932600,21744.80265091,0
1569155100000,10023.97000000,10025.00000000,10021.92000000,10023.79000000,4.71090200,1569155159999,47218.82488661,72,2.04221500,20471.73727541,0
1569155160000,10023.79000000,10024.46000000,10022.84000000,10024.46000000,3.19968500,1569155219999,32071.99800500,75,1.76081100,17649.64843555,0
1569155220000,10024.18000000,10024.49000000,10020.40000000,10021.21000000,11.37242900,1569155279999,113974.89993007,120,2.40289100,24083.00020714,0
1569155280000,10022.51000000,10027.90000000,10021.38000000,10024.65000000,8.89434100,1569155339999,89162.85226321,124,7.34830600,73664.18150715,0
1569155340000,10025.94000000,10026.54000000,10020.40000000,10022.55000000,11.06338100,1569155399999,110888.63549189,159,2.04747700,20526.32568669,0
1569155400000,10020.67000000,10022.52000000,10019.52000000,10019.72000000,18.26298900,1569155459999,183000.75712637,125,6.45282600,64658.69018160,0
1569155460000,10019.56000000,10037.50000000,10015.13000000,10034.27000000,43.22184100,1569155519999,433287.55804194,368,30.03776100,301204.28362673,0
1569155520000,10032.87000000,10036.87000000,10031.23000000,10035.51000000,11.69709100,1569155579999,117363.22754413,169,2.63285700,26419.45978136,0
1569155580000,10035.51000000,10037.49000000,10032.18000000,10037.48000000,4.33680200,1569155639999,43522.67610948,96,2.39715000,24058.03042273,0
1569155640000,10036.99000000,10045.00000000,10036.49000000,10039.90000000,14.04170300,1569155699999,140984.79788943,271,9.02379400,90601.85894665,0
1569155700000,10040.01000000,10043.57000000,10035.15000000,10043.44000000,16.76486800,1569155759999,168305.62499956,193,5.39069200,54121.87168328,0
1569155760000,10043.44000000,10045.53000000,10035.16000000,10036.17000000,27.90453400,1569155819999,280230.47491926,263,11.48254100,115316.15671630,0
1569155820000,10037.34000000,10039.60000000,10035.63000000,10037.26000000,5.27224000,1569155879999,52916.13819250,137,2.46488200,24740.82463552,0
1569155880000,10037.01000000,10042.46000000,10029.59000000,10042.46000000,16.92615400,1569155939999,169835.42646840,203,6.15052300,61724.39764982,0
1569155940000,10042.52000000,10046.99000000,10039.96000000,10041.93000000,7.61288500,1569155999999,76463.51513620,166,3.35037900,33653.19173794,0
1569156000000,10041.63000000,10050.00000000,10041.63000000,10043.94000000,16.47293000,1569156059999,165519.14898536,287,13.62564400,136914.60718465,0
1569156060000,10045.19000000,10048.00000000,10043.01000000,10048.00000000,9.65333300,1569156119999,96970.96866347,125,4.81151200,48336.22769697,0
1569156120000,10047.62000000,10049.99000000,10047.07000000,10048.51000000,4.52140100,1569156179999,45431.68019426,95,3.05415700,30688.91423680,0
1569156180000,10048.51000000,10049.90000000,10044.46000000,10047.36000000,10.27805000,1569156239999,103259.69526856,136,5.67096400,56975.08492713,0
1569156240000,10047.28000000,10049.99000000,10046.43000000,10048.64000000,4.39334100,1569156299999,44144.66925676,73,3.18640800,32018.17517034,0
1569156300000,10048.79000000,10050.00000000,10045.00000000,10045.04000000,13.28463400,1569156359999,133488.10413769,136,8.12287400,81623.04365006,0
1569156360000,10045.44000000,10045.44000000,10035.58000000,10040.92000000,31.34883300,1569156419999,314779.43587714,309,11.15066500,111956.64126833,0
1569156420000,10041.67000000,10042.42000000,10040.31000000,10041.43000000,5.21328000,1569156479999,52349.42144568,94,2.52914300,25397.39659401,0
1569156480000,10041.43000000,10043.52000000,10037.65000000,10037.65000000,29.98579100,1569156539999,301088.82498087,172,2.72393200,27349.11864518,0
