open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1568914680000,10030.55000000,10034.10000000,10026.35000000,10028.53000000,15.97303300,1568914739999,160224.60867407,175,5.97881800,59975.00616490,0
1568914740000,10029.13000000,10031.35000000,10027.00000000,10028.14000000,19.26902000,1568914799999,193265.40629541,216,10.30730600,103380.72356178,0
1568914800000,10028.14000000,10033.33000000,10023.18000000,10029.82000000,21.76546500,1568914859999,218273.54430007,349,8.79402200,88194.49024208,0
1568914860000,10030.20000000,10033.67000000,10025.04000000,10027.33000000,14.17163200,1568914919999,142155.85076562,266,8.18487700,82107.50426033,0
1568914920000,10027.45000000,10032.34000000,10024.08000000,10025.00000000,17.87853300,1568914979999,179263.96704055,192,9.72506400,97514.05261171,0
1568914980000,10024.23000000,10040.66000000,10023.86000000,10037.28000000,33.00890300,1568915039999,331241.62499777,300,24.67585400,247615.88139057,0
1568915040000,10037.51000000,10040.36000000,10025.97000000,10031.47000000,19.98203800,1568915099999,200475.98475642,261,8.14540500,81722.28189473,0
1568915100000,10033.73000000,10037.29000000,10030.31000000,10033.87000000,13.84687400,1568915159999,138936.17964772,219,8.12110100,81487.23269469,0
1568915160000,10033.23000000,10039.98000000,10031.50000000,10039.73000000,12.11011400,1568915219999,121545.53432322,204,7.72988200,77587.07833113,0
1568915220000,10039.72000000,10042.10000000,10037.47000000,10039.29000000,7.69136800,1568915279999,77219.03489463,126,3.81196100,38272.53980733,0
1568915280000,10039.41000000,10042.47000000,10038.06000000,10040.60000000,6.65223400,1568915339999,66788.78857724,98,4.25799600,42751.97460310,0
1568915340000,10040.60000000,10044.70000000,10039.67000000,10043.70000000,19.31795400,1568915399999,194020.37036224,182,8.54310900,85804.44642815,0
1568915400000,10043.79000000,10044.55000000,10036.65000000,10036.70000000,15.88687300,1568915459999,159509.98871741,225,9.23861200,92761.49936107,0
1568915460000,10037.97000000,10040.08000000,10035.00000000,10037.53000000,16.40971500,1568915519999,164709.45314196,193,6.39763100,64217.39386453,0
1568915520000,10037.81000000,10039.06000000,10031.30000000,10032.90000000,23.08794900,1568915579999,231680.57619345,166,5.25953900,52777.66969602,0
1568915580000,10032.38000000,10033.97000000,10027.00000000,10027.64000000,11.38354300,1568915639999,114184.23568980,154,6.02129800,60400.04954200,0
