open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1567954680000,10403.66000000,10407.06000000,10401.24000000,10406.00000000,10.98337700,1567954739999,114265.53354101,204,4.44586500,46253.18176084,0
1567954740000,10406.00000000,10407.52000000,10401.01000000,10401.40000000,13.25566500,1567954799999,137897.33640540,264,2.12323700,22091.83074426,0
1567954800000,10401.03000000,10406.24000000,10400.00000000,10401.64000000,16.48222600,1567954859999,171435.24933327,291,3.58042000,37246.47565141,0
1567954860000,10401.62000000,10402.15000000,10386.19000000,10386.77000000,105.04012300,1567954919999,1092252.36194618,425,11.31855000,117649.70828433,0
1567954920000,10387.56000000,10393.40000000,10380.11000000,10380.11000000,16.98885700,1567954979999,176461.65190425,357,8.24053100,85607.49505986,0
1567954980000,10383.34000000,10397.01000000,10379.98000000,10387.29000000,24.76992300,1567955039999,257237.62903095,352,16.06858900,166874.95003975,0
1567955040000,10386.29000000,10397.90000000,10382.14000000,10382.14000000,16.97144000,1567955099999,176306.60054715,300,9.69493600,100724.12413612,0
1567955100000,10382.14000000,10392.05000000,10377.28000000,10390.07000000,13.01194700,1567955159999,135107.89970549,246,8.39443900,87166.43035354,0
1567955160000,10390.06000000,10393.53000000,10383.83000000,10389.66000000,3.98236800,1567955219999,41369.21278748,131,1.74102700,18086.91801305,0
1567955220000,10391.11000000,10394.19000000,10389.50000000,10391.68000000,4.28842800,1567955279999,44562.41688737,157,1.90813600,19828.99142435,0
1567955280000,10391.68000000,10395.00000000,10386.02000000,10386.02000000,5.97518600,1567955339999,62090.49299380,157,2.28965900,23796.08465619,0
1567955340000,10386.13000000,10388.95000000,10380.26000000,10380.26000000,8.87521800,1567955399999,92159.22005671,155,3.58924900,37274.33993292,0
1567955400000,10382.97000000,10389.99000000,10382.52000000,10386.55000000,8.89206900,1567955459999,92373.40092474,162,5.88310900,61118.01345157,0
1567955460000,10386.55000000,10389.34000000,10382.05000000,10385.85000000,15.72313800,1567955519999,163289.56272348,184,5.28951400,54931.34770406,0
1567955520000,10385.85000000,10387.01000000,10375.84000000,10379.85000000,7.51501000,1567955579999,78005.75020181,164,3.21106600,33331.84594785,0
1567955580000,10382.91000000,10387.25000000,10379.22000000,10381.87000000,14.18675700,1567955639999,147296.75310516,187,7.28856000,75686.47377663,0
1567955640000,10384.12000000,10386.52000000,10375.03000000,10377.07000000,11.82274800,1567955699999,122725.43467072,182,7.39929800,76810.09974996,0
1567955700000,10375.08000000,10382.20000000,10370.02000000,10374.01000000,15.83548700,1567955759999,164289.58853025,278,4.19212400,43503.11647162,0
1567955760000,10374.01000000,10382.10000000,10372.46000000,10376.67000000,4.80341600,1567955819999,49852.74984477,133,3.46982000,36012.66986208,0
1567955820000,10375.96000000,10378.72000000,10366.85000000,10375.56000000,17.55010100,1567955879999,182031.34162762,292,11.55993600,119904.85366996,0
1567955880000,10374.96000000,10386.73000000,10370.56000000,10383.60000000,13.33068300,1567955939999,138379.12707559,225,8.99210200,93351.67151572,0
1567955940000,10381.77000000,10385.58000000,10381.77000000,10384.92000000,3.14901400,1567955999999,32700.75555057,143,1.99655400,20733.31953017,0
1567956000000,10385.00000000,10395.77000000,10383.55000000,10388.63000000,12.36436700,1567956059999,128485.28140799,249,5.82158700,60495.65082073,0
1567956060000,10388.63000000,10394.06000000,10385.00000000,10386.07000000,10.58422900,1567956119999,109951.53802259,193,5.76952300,59942.48916838,0
1567956120000,10385.00000000,10387.48000000,10383.71000000,10383.86000000,6.76721800,1567956179999,70279.01230814,137,2.29700500,23855.28846708,0
1567956180000,10384.00000000,10385.00000000,10380.26000000,10381.42000000,8.93480300,1567956239999,92775.11119756,134,3.73913600,38828.00832031,0
1567956240000,10381.40000000,10388.77000000,10380.57000000,10387.68000000,11.91206400,1567956299999,123708.57060118,221,8.09983000,84120.76127508,0
1567956300000,10387.47000000,10394.20000000,10386.68000000,10389.30000000,16.11054500,1567956359999,167383.63701298,239,10.28687000,106880.07354954,0
1567956360000,10389.32000000,10390.82000000,10378.50000000,10381.07000000,7.18751100,1567956419999,74635.91209175,194,3.54315700,36790.19851965,0
1567956420000,10380.80000000,10385.98000000,10379.94000000,10383.21000000,3.93097500,1567956479999,40813.04748142,113,2.30340800,23914.60813399,0
1567956480000,10383.27000000,10388.14000000,10383.19000000,10384.22000000,6.39602600,1567956539999,66424.15216928,148,4.24005100,44034.20832373,0
1567956540000,10383.58000000,10386.35000000,10380.02000000,10383.56000000,6.95913900,1567956599999,72256.13976295,137,3.93800200,40889.13389547,0
1567956600000,10383.27000000,10386.13000000,10380.30000000,10380.30000000,8.13187200,1567956659999,84430.72215021,153,5.83720000,60606.88592963,0
1567956660000,10380.68000000,10386.09000000,10379.89000000,10380.00000000,8.74297200,1567956719999,90770.40155706,148,3.82670400,39735.59660651,0
1567956720000,10380.58000000,10380.78000000,10378.08000000,10379.97000000,11.77149500,1567956779999,122184.82558581,163,4.92305300,51100.32128957,0
1567956780000,10379.97000000,10382.88000000,10377.02000000,10380.06000000,5.40407000,1567956839999,56098.75724442,149,3.21053200,33328.13405871,0
1567956840000,10378.99000000,10382.80000000,10378.00000000,10379.79000000,2.80669900,1567956899999,29135.43420851,96,1.77226600,18397.68976112,0
1567956900000,10379.79000000,10381.59000000,10376.20000000,10377.87000000,8.62623000,1567956959999,89526.09313771,106,2.36881500,24586.31957605,0
1567956960000,10376.22000000,10377.73000000,10371.03000000,10372.60000000,6.81390500,1567957019999,70690.48854625,113,1.52758200,15846.83105797,0
1567957020000,10372.62000000,10374.41000000,10368.01000000,10374.40000000,7.23992500,1567957079999,75094.17745838,156,4.04482800,41960.19250263,0
1567957080000,10374.21000000,10374.40000000,10371.00000000,10371.48000000,5.98496600,1567957139999,62079.82773353,110,2.44379000,25350.05388832,0
