open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1567594680000,10561.84000000,10565.00000000,10555.03000000,10557.50000000,8.59432400,1567594739999,90748.15483619,136,5.68389800,60017.60124763,0
1567594740000,10557.50000000,10558.36000000,10550.00000000,10550.00000000,31.06734200,1567594799999,327838.35483178,238,13.80769000,145729.79022528,0
1567594800000,10552.63000000,10559.24000000,10545.55000000,10557.93000000,33.38656000,1567594859999,352299.67232490,263,17.10789100,180553.26379472,0
1567594860000,10558.00000000,10564.53000000,10557.98000000,10562.00000000,10.44742400,1567594919999,110342.21080410,191,6.54031600,69078.57860088,0
1567594920000,10561.03000000,10569.56000000,10560.00000000,10564.36000000,26.97039800,1567594979999,284954.28398796,274,11.21381200,118478.76308443,0
1567594980000,10560.15000000,10567.89000000,10560.09000000,10563.51000000,9.31666300,1567595039999,98423.85303913,157,3.15234800,33303.88506334,0
1567595040000,10563.53000000,10567.31000000,10560.19000000,10562.75000000,15.33888200,1567595099999,162028.08180137,168,5.77853900,61040.97102108,0
1567595100000,10562.75000000,10564.59000000,10560.00000000,10563.95000000,8.42633100,1567595159999,88994.27078240,136,4.26823700,45082.51046670,0
1567595160000,10561.58000000,10563.49000000,10554.91000000,10555.40000000,19.02098600,1567595219999,200819.85840856,142,6.72477400,71006.20092190,0
1567595220000,10556.96000000,10557.82000000,10554.83000000,10554.83000000,8.43842100,1567595279999,89072.60861396,138,3.90565900,41227.74719978,0
1567595280000,10554.86000000,10559.98000000,10551.35000000,10557.82000000,10.29429800,1567595339999,108666.77461681,166,7.03772300,74288.68424799,0
1567595340000,10558.66000000,10561.62000000,10552.29000000,10554.77000000,11.81550100,1567595399999,124723.50012591,190,7.66939600,80955.42457146,0
1567595400000,10554.75000000,10555.00000000,10551.35000000,10554.08000000,9.65027000,1567595459999,101845.93365646,152,4.61592700,48716.73805158,0
1567595460000,10553.68000000,10557.80000000,10550.83000000,10550.83000000,20.12534500,1567595519999,212416.68458163,128,8.75428100,92409.01698388,0
1567595520000,10551.78000000,10563.98000000,10551.00000000,10557.16000000,16.40053100,1567595579999,173163.44987830,212,10.17207200,107403.60989376,0
1567595580000,10557.16000000,10563.94000000,10552.12000000,10561.28000000,18.14711800,1567595639999,191594.08275481,172,11.11423500,117349.39893463,0
1567595640000,10560.18000000,10566.36000000,10558.40000000,10561.98000000,20.93610000,1567595699999,221129.87701745,209,16.49525300,174221.10036247,0
1567595700000,10562.00000000,10566.93000000,10561.21000000,10563.71000000,14.80995500,1567595759999,156455.57946592,225,7.38435200,78012.78237927,0
1567595760000,10566.64000000,10566.64000000,10563.95000000,10564.04000000,7.94247000,1567595819999,83907.96889670,110,4.07756300,43078.05365036,0
1567595820000,10564.04000000,10564.80000000,10559.47000000,10563.93000000,11.80094600,1567595879999,124639.75786130,164,3.22115300,34023.74622587,0
1567595880000,10563.75000000,10563.93000000,10558.51000000,10561.33000000,11.47561700,1567595939999,121199.13861851,148,5.33440400,56343.84207711,0
1567595940000,10561.91000000,10561.93000000,10550.83000000,10553.63000000,17.85920800,1567595999999,188536.15527552,257,5.43756000,57399.92546754,0
1567596000000,10553.69000000,10557.01000000,10549.54000000,10551.08000000,19.23716200,1567596059999,203009.27752052,219,11.31524700,119410.95613321,0
1567596060000,10552.20000000,10553.81000000,10543.51000000,10544.52000000,21.20275700,1567596119999,223655.18075105,221,5.49319800,57954.37238044,0
1567596120000,10543.84000000,10553.97000000,10542.70000000,10547.10000000,16.64495900,1567596179999,175584.34606169,251,9.62601200,101551.88333765,0
1567596180000,10546.41000000,10547.10000000,10541.66000000,10542.17000000,8.17548400,1567596239999,86203.69733777,167,3.53185400,37242.54286566,0
1567596240000,10544.58000000,10545.00000000,10531.17000000,10541.27000000,24.45008900,1567596299999,257693.19364073,295,7.20592900,75976.95170383,0
1567596300000,10543.99000000,10544.16000000,10540.35000000,10544.15000000,9.27704800,1567596359999,97810.81996857,172,6.14669600,64808.04968187,0
1567596360000,10544.14000000,10546.07000000,10542.00000000,10543.36000000,9.74113500,1567596419999,102706.97904424,141,7.35237500,77522.46704284,0
1567596420000,10543.36000000,10548.97000000,10538.92000000,10541.11000000,19.63437400,1567596479999,207022.84029351,246,12.79864300,134961.88396639,0
1567596480000,10541.11000000,10542.94000000,10528.22000000,10532.47000000,17.66325800,1567596539999,186078.85024153,296,7.10324400,74827.28815995,0
1567596540000,10535.24000000,10535.24000000,10525.59000000,10527.87000000,10.51091400,1567596599999,110671.19952371,178,6.05462100,63751.43888501,0
1567596600000,10526.50000000,10527.03000000,10521.76000000,10522.92000000,13.62929800,1567596659999,143432.65494331,233,6.98994900,73562.95813460,0
1567596660000,10523.98000000,10534.25000000,10521.14000000,10531.79000000,9.30550400,1567596719999,97956.54212635,178,5.31629800,55968.43574737,0
1567596720000,10533.35000000,10534.43000000,10513.08000000,10517.57000000,26.01883900,1567596779999,273900.73058446,302,5.97037100,62836.81038584,0
1567596780000,10517.57000000,10525.19000000,10506.29000000,10512.56000000,45.76656400,1567596839999,481367.91620467,420,27.07572800,284820.55594141,0
1567596840000,10511.25000000,10515.99000000,10511.23000000,10512.72000000,11.10009600,1567596899999,116698.05721679,154,8.23426400,86569.44027265,0
1567596900000,10512.69000000,10515.98000000,10503.31000000,10507.03000000,22.25812000,1567596959999,233921.49360350,279,5.59935700,58857.51482836,0
