open_time,open,high,low,close,volume
2019-06-08 07:27:00,7907.46,7910.61,7905.03,7906.25,12.032375
2019-06-08 07:28:00,7906.42,7912.09,7905.1,7910.13,9.969355
2019-06-08 07:29:00,7908.07,7917.71,7907.0,7914.33,20.823063
2019-06-08 07:30:00,7914.99,7918.59,7912.92,7917.43,7.126435
2019-06-08 07:31:00,7916.52,7918.7,7913.16,7914.09,10.474796
2019-06-08 07:32:00,7913.35,7920.0,7910.86,7919.0,41.444865
2019-06-08 07:33:00,7919.0,7923.8,7919.0,7920.06,14.544067
2019-06-08 07:34:00,7920.06,7924.94,7920.06,7922.67,8.138869
2019-06-08 07:35:00,7922.51,7924.53,7920.0,7920.21,9.61757
2019-06-08 07:36:00,7920.0,7922.88,7917.59,7918.46,20.328909
2019-06-08 07:37:00,7921.02,7923.68,7910.1,7913.77,14.519226
2019-06-08 07:38:00,7914.33,7919.56,7912.24,7918.51,20.102125
2019-06-08 07:39:00,7918.5,7918.51,7911.15,7913.85,7.110746
2019-06-08 07:40:00,7912.84,7916.59,7910.07,7913.53,8.879079
2019-06-08 07:41:00,7913.53,7918.17,7911.49,7916.24,16.315634
2019-06-08 07:42:00,7913.75,7915.92,7910.18,7912.89,4.593024
2019-06-08 07:43:00,7910.76,7913.04,7910.75,7913.04,12.65907
2019-06-08 07:44:00,7912.93,7919.98,7912.68,7918.49,9.117228
2019-06-08 07:45:00,7918.49,7919.98,7915.49,7919.31,6.101974
2019-06-08 07:46:00,7919.31,7919.33,7913.64,7914.72,9.598626
2019-06-08 07:47:00,7914.72,7915.44,7911.97,7914.62,18.001287
2019-06-08 07:48:00,7914.61,7917.91,7912.6,7914.3,11.278258
2019-06-08 07:49:00,7914.28,7914.28,7892.27,7905.75,34.983857
2019-06-08 07:50:00,7905.3,7905.73,7897.65,7902.43,21.758188
2019-06-08 07:51:00,7902.74,7908.15,7899.99,7907.34,9.038786
2019-06-08 07:52:00,7907.12,7910.37,7905.05,7907.69,10.739844
2019-06-08 07:53:00,7909.54,7910.9,7902.37,7904.0,15.942654
2019-06-08 07:54:00,7904.4,7904.4,7896.51,7900.64,12.366874
2019-06-08 07:55:00,7900.93,7906.69,7897.85,7904.0,6.8096
2019-06-08 07:56:00,7903.29,7909.6,7900.35,7905.94,6.877402
2019-06-08 07:57:00,7905.98,7918.66,7903.5,7918.6,16.28489
2019-06-08 07:58:00,7917.62,7918.59,7907.67,7914.02,15.197311
2019-06-08 07:59:00,7914.29,7918.2,7907.86,7910.04,12.72076
2019-06-08 08:00:00,7910.04,7911.75,7896.94,7904.75,18.131343
2019-06-08 08:01:00,7901.93,7904.04,7897.65,7900.35,15.989081
2019-06-08 08:02:00,7902.96,7909.37,7900.4,7909.37,21.797195
2019-06-08 08:03:00,7912.52,7913.0,7909.87,7912.29,6.498856
2019-06-08 08:04:00,7912.91,7913.11,7907.35,7907.36,12.989459
2019-06-08 08:05:00,7905.62,7912.94,7904.29,7908.0,9.183939
2019-06-08 08:06:00,7908.0,7915.0,7906.83,7912.57,7.228474
2019-06-08 08:07:00,7912.72,7915.0,7912.0,7914.36,6.200052
2019-06-08 08:08:00,7912.78,7917.87,7912.78,7917.17,12.409172
2019-06-08 08:09:00,7916.01,7919.0,7915.0,7918.43,8.732872
2019-06-08 08:10:00,7918.01,7920.0,7917.17,7917.17,15.286633
2019-06-08 08:11:00,7917.04,7924.21,7917.04,7921.4,24.010572
2019-06-08 08:12:00,7921.42,7925.0,7920.0,7925.0,13.011686
2019-06-08 08:13:00,7925.0,7928.97,7924.72,7927.8,15.02588
2019-06-08 08:14:00,7928.92,7928.93,7913.61,7913.61,39.839875
2019-06-08 08:15:00,7914.11,7919.99,7913.72,7918.98,6.375052
2019-06-08 08:16:00,7917.34,7924.3,7917.34,7919.15,9.626685
2019-06-08 08:17:00,7921.86,7924.0,7919.74,7922.71,7.202113
2019-06-08 08:18:00,7921.88,7925.0,7921.33,7925.0,16.177607
2019-06-08 08:19:00,7924.97,7925.0,7923.22,7924.99,14.158258
2019-06-08 08:20:00,7924.99,7924.99,7922.42,7924.0,11.622764
2019-06-08 08:21:00,7924.0,7924.99,7922.03,7924.03,7.602782
2019-06-08 08:22:00,7924.03,7925.0,7922.39,7925.0,33.311825
2019-06-08 08:23:00,7925.18,7929.0,7925.0,7928.62,5.939856
2019-06-08 08:24:00,7928.6,7930.0,7925.85,7927.51,5.834803
2019-06-08 08:25:00,7929.6,7933.21,7927.67,7928.43,8.602121
2019-06-08 08:26:00,7928.41,7930.0,7927.0,7929.8,10.736654
2019-06-08 08:27:00,7927.75,7930.0,7923.54,7923.63,10.320155
2019-06-08 08:28:00,7923.63,7929.17,7922.06,7926.99,5.039841
2019-06-08 08:29:00,7927.45,7929.82,7922.0,7922.05,11.729222
2019-06-08 08:30:00,7922.0,7929.07,7921.69,7927.98,9.036626
2019-06-08 08:31:00,7928.0,7928.5,7924.67,7925.87,7.107696
2019-06-08 08:32:00,7926.39,7926.42,7923.59,7924.62,6.431975
2019-06-08 08:33:00,7923.58,7924.98,7921.34,7921.97,7.673762
2019-06-08 08:34:00,7922.86,7922.86,7919.99,7920.21,6.304155
2019-06-08 08:35:00,7920.72,7927.0,7920.72,7925.17,14.594761
2019-06-08 08:36:00,7923.71,7926.46,7922.04,7922.05,5.915434
2019-06-08 08:37:00,7922.06,7925.63,7922.04,7922.04,11.559677
2019-06-08 08:38:00,7923.54,7925.47,7922.04,7923.99,9.896252
2019-06-08 08:39:00,7923.08,7926.7,7922.28,7926.7,8.529444
2019-06-08 08:40:00,7926.7,7930.19,7922.76,7923.04,24.341319
2019-06-08 08:41:00,7923.86,7930.2,7923.06,7929.66,16.348759
2019-06-08 08:42:00,7929.65,7949.61,7927.65,7937.0,43.708159
2019-06-08 08:43:00,7936.97,7945.44,7936.95,7942.54,11.418171
2019-06-08 08:44:00,7942.77,7948.96,7940.02,7945.72,16.38821
2019-06-08 08:45:00,7945.94,7959.96,7945.32,7955.32,25.257589
2019-06-08 08:46:00,7958.21,7965.0,7948.0,7959.8,63.220907
2019-06-08 08:47:00,7958.38,7962.01,7948.02,7951.55,16.764702
2019-06-08 08:48:00,7951.53,7952.0,7941.69,7951.7,15.484843
2019-06-08 08:49:00,7950.68,7951.8,7947.48,7949.24,3.726712
2019-06-08 08:50:00,7949.3,7957.07,7948.86,7954.04,12.712536
2019-06-08 08:51:00,7952.46,7955.53,7945.51,7948.07,18.160097
2019-06-08 08:52:00,7952.34,7952.8,7945.9,7952.71,8.203822
2019-06-08 08:53:00,7947.46,7955.99,7947.43,7951.59,5.027101
